Name,Description,Website,Theme,Focus-Area,Opportunity-Space,Founded,Headcount,Country,Location,Funded,Funding-Date,Funding-Stage,Total-Funding,Maturity,Inc.-Compass,Hero
TrustingSocial,"Software for loan lifecycle management. It offers trust scores of individuals by using artificial intelligence and alternate data with underwriting and fraud management insights, digital onboarding of customers with secure transactions by using facial recognition and AI models, segmentation of customers for multiple consumer loan products, and more.",https://www.crunchbase.com/organization/trusting-social-co-,Finance​,Financing,(7) Joining the growth journey of the many,2013,0,Singapore,Global,Yes,"Thursday, 28 April 2022",Series C,84.000.000,Emerging,TRUE,FALSE
The Small & Medium Business Exchange,The company is working around the clock to democratize small business finance by building a dynamic small business marketplace network that unlocks wealth for business owners and the communities that invest in them. The platform is making it easier for people to invest in startups and small businesses.,https://hilltopmpcs.com/,Finance​,Financing,(7) Joining the growth journey of the many,2016,0,United States,Global,Yes,"Friday, 22 October 2021",Seed,15.000.000,Nascent,TRUE,FALSE
GroMo,GroMo is an app-based platform to sell loans. Users can become GroMo partners by providing the required details and creating their business profiles. They can share loan products via Whatsapp and Facebook. They earn commissions on every sale; additional incentives and monthly bonuses. App is available on Android devices.,https://grihasthafinance.com,Finance​,Financing,(7) Joining the growth journey of the many,2019,0,India,Global,Yes,"Wednesday, 6 October 2021",Seed,793.882,Nascent,TRUE,FALSE
Teller,Teller provides decentralized lending-as-a-service platform to banks and lenders. It connects lenders to the respective bank accounts in order to offer risk-assessed loans. It uses algorithmic credit risk protocol for analyzing the credit risk of borrowers.,https://projectmicroloan.com/,Finance​,Financing,(7) Joining the growth journey of the many,2020,0,United States,Global,Yes,"Wednesday, 23 February 2022",Series A,7.850.000,Nascent,TRUE,FALSE
EstateGuru,P2P platform for commercial real estate loans. It facilitates the loan process to real estate developers and companies. It connects businesses with lenders to raise capital for financing projects and to borrow against existing properties. It utilizes risk assessment technology to analyze data points for evaluating creditworthiness. It also enables investors to track the repayments on the personal portfolio page.,https://easyonlinecompany.com.co,Finance​,Financing,(5) Easing cash flow financing for businesses,2013,0,Estonia,Europe,Yes,"Tuesday, 3 May 2022",Series A,12.707.044,Emerging,TRUE,FALSE
Kountable,"Kountable is an online lending platform for trade financing. Its mobile financing platform providing trade financing to SME entrepreneurs in developing countries. Kountable’s app creates a kScore based on the user's social media and business digital footprint. A kScore, in addition to the KYC protocol, represents verified business and transaction information, customer communication patterns, geographic location, and deal validity. Kountable pays the supplier directly first and takes on legal ownership of goods. Entrepreneurs use the cameras on their smartphones to upload deal particulars and evidence of progress as it’s executed. Operated in multiple segments including asset management, banking, corporate treasury, supply chain management or procurement, NGOs, foundation management, and others.",https://awakemicrocredit.com,Finance​,Financing,(7) Joining the growth journey of the many,2013,0,United States,Global,Yes,"Tuesday, 2 February 2021",Series A,15.071.948,Emerging,TRUE,FALSE
ID Finance,"Online marketplace for consumer and business loans. It utilizes machine learning based credit scoring and risk management systems to provide financial services to the underbanked. Its products include Plazo for providing long-term loans for entrepreneurs, small and medium-sized businesses, consumers, and Moneyman that provides short-term loans for individuals.",https://glorymfb.com,Finance​,Financing,(7) Joining the growth journey of the many,2012,0,Spain,Europe,Yes,"Sunday, 28 November 2021",Series A,6.899.850,Emerging,TRUE,FALSE
CreditEnable,"CreditEnable provides an online marketplace for business loans. It offers loans such as working capital, cash credit loans, machinery loans, and more. It uses proprietary data analytics, deep learning, and AI for assessing credit scores and processing loans. It also provides portfolio & NPA management solutions. It provides a cloud-based credit profile tool for borrowers to understand and improve debt.",https://citizentrustmfb.com,Finance​,Financing,(7) Joining the growth journey of the many,2016,0,"United Kingdom
India",Global,Yes,"Monday, 18 January 2021",Seed,8.605.636,Nascent,TRUE,FALSE
IceKredit,IceKredit provides alternate credit assessment solutions for financial institutions. It uses machine learning and big data technologies to assess the credit level of individuals and SMEs. It provides credit models built upon the loan data from various financial institutions and other related data sources. It is used by financial institutions to evaluate credit of businesses and consumers.,http://samboadmicrocredit.com,Finance​,Financing,(7) Joining the growth journey of the many,2015,0,China,Global,Yes,"Monday, 12 April 2021",Series C,158.534.507,Emerging,TRUE,FALSE
Topi,API-based point of sale financing solution for businesses. It offers a solution that connects buyers and sellers facilitating buy now pay later options for business purchases. It enables sellers to integrate point-of-sale financing options into the payment system using APIs. It provides user and admin access for buyers enabling approvals for financing.,https://shreekarnimicrofin.com,Support Services,Expertise & Community,(11) Enabling the ownership economy for SMEs,2021,0,Germany,Europe,Yes,"Tuesday, 14 December 2021",Seed,4.500.000,Nascent,TRUE,FALSE
Fund That Flip,P2P platform for bridge loans. Provides residential real estate investment opportunities to accredited investors by partnering with professional real estate re-developers. Investors can review and diligence each opportunity on the company's website and short-list companies to invest in. Investors need to invest per project and can diversify the portfolio across deals. Each project provides monthly interest payments and is backed by a first lien on the project. It charges a one-time origination fee on the loans and also generates revenue from the spread in interest rates it charges borrowers and what it passes on to investors.,https://idf-finance.in,Finance,Financing,(5) Easing cash flow financing for businesses,2014,0,United States,Global,Yes,"Tuesday, 16 November 2021",Series B,33.280.000,Emerging,TRUE,FALSE
Billd,"SaaS-driven financing solution for construction material suppliers. The platform enables material suppliers and contractors to register and buy materials by making online payments. It also facilitates users to make payments within 120 days, cash flow management for projects, project completion management, and more.",https://billd.com/ ,Finance,Financing,(5) Easing cash flow financing for businesses,2018,0,United States,Global,Yes,"Wednesday, 14 July 2021",Series B,98.400.000,Emerging,TRUE,FALSE
Minko,Online marketplace for point of sale financing. It enables users to avail buy now pay later options from offline retailers. Retailers must add the required details and register in the platform by adding the suppliers. Users can upload suppliers' invoices and obtain financing options. The cash is paid to the supplier and the retailer can pay in monthly installments.,http://equamicrofinance.com,Finance​,Financing,(7) Joining the growth journey of the many,2017,0,India,Global,Yes,"Saturday, 26 June 2021",Seed,1.762.476,Nascent,TRUE,FALSE
Refyne,"Online platform for payday loans. It offers a solution that enables employers to provide earned wages access to the employees. Employees can obtain real-time wages before payday by logging in and requesting the amount. Once approved by the employer, the funds are transferred to the registered bank account.",http://mrpgrowthindia.com,Finance​,Financing,(7) Joining the growth journey of the many,2020,0,India,Global,Yes,"Wednesday, 12 January 2022",Series B,106.000.000,Nascent,TRUE,FALSE
i2i,"i2i Funding is a P2P lending platform for consumers & businesses. It connects borrowers with multiple investors. It offers loans such as personal loans, business expansion loans, and more. Loans are offered on the basis of credit assessment, salary/turnover, loan terms, and more.",https://ekitimeda.com,Finance​,Financing,(7) Joining the growth journey of the many,2015,0,India,Global,Yes,"Monday, 20 September 2021",Seed,1.369.510,Emerging,TRUE,FALSE
